age,gender,address,family_size,parent_status,mother_education,father_education,mother_job,father_job,reason,guardian,travel_time,study_time,past_failures,school_support,family_support,paid_classes,activities,nursery,higher_education_goal,internet_access,romantic_relationship,family_relations,free_time,go_out,workday_alcohol,weekend_alcohol,health_status,absences,attendance_rate,grade_period1,grade_period2,final_grade,passed,parent_edu_avg,alcohol_total,support_score,academic_history,grade_improvement,absence_category,study_efficiency,at_risk_score
21,1,1,0,1,3.0,2.0,4,0,3,0,1,2,0,0,0,0,1,0,1,1,1,2,5,2,2,1,5.0,4,93.5,11,16,15,1,2.5,3,0,13.5,5,1,0.6666666666666666,3
15,0,0,1,1,4.0,0.0,3,2,0,1,1,2,0,0,1,0,0,0,1,1,1,3,4,3,5,5,3.0,0,97.4,15,15,12,1,2.0,10,1,15.0,0,0,0.5,10
18,1,0,0,0,4.0,4.0,4,2,2,0,1,2,0,0,0,0,1,1,1,1,0,1,1,4,5,3,1.0,6,90.0,13,15,15,1,4.0,8,0,14.0,2,1,0.4,9
15,1,1,1,1,2.0,2.0,4,3,1,0,2,3,1,0,1,0,0,0,1,1,0,1,5,1,2,4,5.0,9,73.2,16,19,14,1,2.0,6,1,17.5,3,2,1.5,9
15,0,1,1,0,3.0,3.0,3,3,1,0,1,3,1,0,0,1,0,1,1,1,1,4,5,5,5,1,1.0,0,100.0,12,17,12,1,3.0,6,0,14.5,5,0,0.5,8
18,1,1,0,1,1.0,2.0,3,2,0,1,1,3,0,0,1,1,0,1,1,1,0,3,5,4,4,3,5.0,2,89.3,16,16,18,1,1.5,7,1,16.0,0,0,0.6,7
20,1,1,0,1,3.0,1.0,2,2,2,1,3,2,0,0,0,0,0,1,1,1,0,5,3,5,5,2,2.0,0,100.0,12,16,12,1,2.0,7,0,14.0,4,0,0.3333333333333333,7
20,1,0,0,1,4.0,1.0,0,2,2,0,2,1,0,0,1,1,1,0,1,1,0,1,5,4,1,5,1.0,0,98.2,16,16,18,1,2.5,6,1,16.0,0,0,0.2,6
18,0,1,1,1,3.0,1.0,3,3,3,1,2,2,0,0,1,1,0,0,1,1,0,3,3,3,5,5,5.0,2,98.9,12,15,13,1,2.0,10,1,13.5,3,0,0.5,10
21,1,1,0,1,2.0,1.0,3,3,3,1,1,3,0,0,0,0,1,1,1,1,0,5,5,1,2,1,4.0,1,100.0,18,19,20,1,1.5,3,0,18.5,1,0,1.5,3
19,0,1,0,0,3.0,4.0,3,2,0,1,3,3,1,0,1,0,0,0,0,1,0,2,2,3,4,3,5.0,1,98.4,13,17,13,1,3.5,7,1,15.0,4,0,0.75,9
15,1,0,1,1,4.0,3.0,4,2,0,0,3,4,0,1,1,0,0,1,1,1,0,3,1,2,2,4,2.0,4,95.6,13,16,17,1,3.5,6,2,14.5,3,1,1.3333333333333333,6
21,1,0,0,0,1.0,2.0,2,2,0,0,2,2,1,0,0,0,1,1,1,0,0,2,5,1,5,4,5.0,2,92.0,11,14,12,1,1.5,9,0,12.5,3,0,1.0,11
15,0,1,1,0,3.0,3.0,2,1,2,0,3,3,1,0,1,1,0,1,1,0,0,1,4,4,5,4,2.0,2,88.9,12,13,11,1,3.0,9,1,12.5,1,0,0.6,11
19,1,0,0,1,2.0,4.0,1,3,0,1,3,2,0,0,1,0,0,1,1,1,0,2,2,3,1,4,3.0,1,97.8,10,10,12,1,3.0,5,1,10.0,0,0,0.5,5
20,1,1,0,1,3.0,4.0,4,3,3,1,2,1,0,0,1,1,0,0,1,1,0,1,4,5,4,1,1.0,3,96.4,11,13,14,1,3.5,5,1,12.0,2,1,0.16666666666666666,5
21,0,1,1,1,2.0,3.0,4,2,3,2,2,2,0,1,1,0,1,1,1,1,0,4,4,3,5,1,2.0,1,94.6,15,14,12,1,2.5,6,2,14.5,-1,0,0.5,6
17,0,1,1,0,3.0,4.0,0,2,0,1,1,2,0,0,1,1,1,0,1,1,1,4,3,3,1,5,,6,86.4,9,11,14,1,3.5,6,1,10.0,2,1,0.5,7
17,0,1,1,1,2.0,2.0,0,3,3,1,1,4,0,0,1,1,0,0,1,1,0,1,1,4,1,3,1.0,2,88.4,17,20,19,1,2.0,4,1,18.5,3,0,0.8,4
17,0,1,1,1,2.0,2.0,2,4,3,0,1,2,3,1,1,1,1,1,1,1,0,5,4,4,2,2,5.0,2,96.2,6,6,7,0,2.0,4,2,6.0,0,0,0.4,10
20,0,0,0,1,4.0,3.0,2,0,1,1,1,4,1,0,0,1,1,0,1,1,0,4,2,2,4,1,5.0,4,87.8,13,15,16,1,3.5,5,0,14.0,2,1,1.3333333333333333,7
20,1,1,0,1,0.0,3.0,3,4,1,1,1,2,2,0,0,0,1,0,1,1,1,5,1,1,3,4,2.0,1,98.4,16,13,10,1,1.5,7,0,14.5,-3,0,1.0,11
19,0,1,1,1,3.0,3.0,0,2,3,1,3,2,0,1,0,1,0,0,1,1,1,5,2,3,1,2,4.0,0,100.0,16,14,18,1,3.0,3,1,15.0,-2,0,0.5,3
15,1,1,1,1,0.0,2.0,0,2,0,1,1,1,0,1,1,0,1,1,1,0,0,5,4,5,3,5,2.0,0,95.3,8,8,6,0,1.0,8,2,8.0,0,0,0.16666666666666666,8
19,1,1,0,1,3.0,4.0,3,3,3,1,4,1,0,0,0,1,0,1,1,1,0,3,1,4,2,4,4.0,2,95.7,12,12,13,1,3.5,6,0,12.0,0,0,0.2,6
19,1,0,0,1,3.0,4.0,3,3,3,0,2,2,0,0,1,0,0,1,1,0,0,3,5,4,1,3,2.0,1,94.9,16,16,17,1,3.5,4,1,16.0,0,0,0.4,4
20,0,1,1,1,2.0,3.0,0,2,3,1,1,1,0,1,0,0,0,1,1,1,0,5,4,2,4,2,3.0,1,100.0,13,13,14,1,2.5,6,1,13.0,0,0,0.3333333333333333,6
17,0,1,1,1,2.0,3.0,0,3,1,1,2,2,0,0,1,1,1,1,1,1,1,1,4,1,3,5,3.0,1,100.0,13,12,14,1,2.5,8,1,12.5,-1,0,1.0,8
16,1,0,0,1,3.0,2.0,0,3,2,0,1,4,0,0,0,0,1,1,1,1,0,4,3,2,4,1,3.0,3,93.5,18,20,20,1,2.5,5,0,19.0,2,1,1.3333333333333333,5
15,0,1,1,1,3.0,1.0,0,2,2,2,4,3,2,0,0,0,1,0,1,1,0,2,2,4,3,3,,2,95.5,6,4,4,0,2.0,6,0,5.0,-2,0,0.6,10
20,0,1,1,1,4.0,2.0,0,2,1,1,3,3,2,0,0,0,1,1,1,1,0,3,5,5,2,4,1.0,2,98.7,12,12,10,1,3.0,6,0,12.0,0,0,0.5,10
17,0,1,0,1,3.0,2.0,0,2,0,0,1,1,0,0,0,1,1,1,1,1,0,3,1,2,1,2,5.0,1,100.0,12,11,14,1,2.5,3,0,11.5,-1,0,0.3333333333333333,3
21,0,1,0,1,3.0,0.0,3,3,3,0,4,2,1,0,1,1,1,0,1,1,1,2,4,3,1,5,1.0,2,100.0,13,13,13,1,1.5,6,1,13.0,0,0,0.5,8
16,1,0,0,1,2.0,4.0,0,1,2,1,2,2,0,1,1,1,0,0,1,1,0,5,4,4,2,2,5.0,1,96.3,18,20,20,1,3.0,4,2,19.0,2,0,0.4,4
16,1,0,0,1,2.0,2.0,3,4,3,1,1,4,0,0,0,1,0,1,1,1,0,2,5,4,5,3,4.0,4,83.7,9,11,13,1,2.0,8,0,10.0,2,1,0.8,8
20,0,1,0,1,2.0,3.0,1,3,1,1,2,1,1,0,1,0,0,1,0,1,1,5,4,2,3,1,3.0,2,99.8,7,5,8,0,2.5,4,1,6.0,-2,0,0.3333333333333333,6
18,1,0,1,1,2.0,1.0,4,2,0,0,2,2,0,0,1,0,0,1,0,1,0,3,2,5,3,1,3.0,1,100.0,5,8,9,0,1.5,4,1,6.5,3,0,0.3333333333333333,4
15,0,1,0,0,2.0,2.0,0,3,0,1,1,2,2,1,0,1,1,1,1,0,1,2,1,2,5,3,5.0,0,100.0,8,6,5,0,2.0,8,1,7.0,-2,0,0.6666666666666666,12
16,0,1,1,0,3.0,4.0,0,2,1,1,2,2,0,0,1,1,1,1,1,1,0,1,5,5,2,4,3.0,3,92.3,16,16,19,1,3.5,6,1,16.0,0,1,0.3333333333333333,6
20,1,1,1,0,3.0,3.0,2,3,0,0,1,3,1,0,0,0,1,1,1,0,0,4,5,4,4,2,1.0,1,100.0,9,10,10,1,3.0,6,0,9.5,1,0,0.6,8
20,1,1,0,1,4.0,4.0,3,3,1,1,2,2,3,0,1,0,0,1,1,1,1,4,3,2,4,4,2.0,0,94.6,8,9,6,0,4.0,8,1,8.5,1,0,0.6666666666666666,14
17,1,1,0,1,2.0,4.0,3,2,2,0,1,2,0,0,1,0,1,1,1,0,1,4,1,1,2,5,3.0,7,81.0,14,19,18,1,3.0,7,1,16.5,5,1,1.0,8
21,0,1,0,1,3.0,2.0,1,3,1,0,4,3,0,1,0,0,0,0,1,1,0,2,5,2,4,4,3.0,1,94.3,15,15,16,1,2.5,8,1,15.0,0,0,1.0,8
18,1,0,0,1,4.0,2.0,4,3,2,1,2,2,0,0,1,0,1,0,1,0,1,5,4,2,2,3,4.0,4,90.1,15,14,17,1,3.0,5,1,14.5,-1,1,0.6666666666666666,5
15,0,1,1,1,3.0,4.0,2,3,3,2,1,2,0,0,0,0,0,1,1,1,1,3,1,1,3,1,2.0,1,100.0,16,14,18,1,3.5,4,0,15.0,-2,0,1.0,4
19,1,1,1,1,2.0,4.0,1,1,3,1,1,1,0,1,1,0,1,0,1,0,1,4,2,1,3,3,5.0,6,78.8,11,13,15,1,3.0,6,2,12.0,2,1,0.5,7
21,1,1,0,0,2.0,3.0,0,3,2,1,1,3,1,0,1,0,1,0,1,1,0,2,5,3,5,3,2.0,0,100.0,10,13,9,0,2.5,8,1,11.5,3,0,0.75,10
21,0,1,0,1,1.0,4.0,0,3,2,1,2,4,0,0,1,1,1,1,1,1,0,4,2,1,2,2,2.0,0,95.8,13,18,16,1,2.5,4,1,15.5,5,0,2.0,4
17,0,1,0,1,2.0,4.0,3,2,0,0,1,3,3,0,0,1,0,0,1,1,0,5,5,5,4,3,5.0,2,97.2,1,5,0,0,3.0,7,0,3.0,4,0,0.5,13
16,0,1,0,1,4.0,2.0,2,2,1,0,3,3,1,0,0,0,0,1,1,1,1,1,4,3,2,5,2.0,1,86.1,13,14,11,1,3.0,7,0,13.5,1,0,0.75,9
16,0,0,0,1,1.0,3.0,3,0,3,1,4,2,0,0,1,0,0,0,0,1,0,1,3,5,1,2,4.0,4,79.8,16,15,20,1,2.0,3,1,15.5,-1,1,0.3333333333333333,3
17,0,1,0,1,2.0,4.0,3,4,3,1,2,2,0,0,1,1,0,1,0,1,1,3,4,3,5,2,1.0,3,91.7,8,12,12,1,3.0,7,1,10.0,4,1,0.5,7
20,0,1,1,0,4.0,3.0,2,2,3,1,1,1,0,0,1,0,1,1,1,1,0,1,2,3,1,4,2.0,0,100.0,12,11,13,1,3.5,5,1,11.5,-1,0,0.25,5
16,0,1,0,1,4.0,0.0,2,4,0,0,1,3,0,0,0,1,1,1,1,0,0,1,1,5,5,3,1.0,2,100.0,12,12,13,1,2.0,8,0,12.0,0,0,0.5,8
18,0,1,0,0,3.0,2.0,1,2,1,0,2,2,0,1,1,0,0,1,1,1,0,2,2,4,5,4,4.0,5,79.6,11,16,13,1,2.5,9,2,13.5,5,1,0.4,10
15,1,1,1,1,3.0,2.0,4,2,0,0,2,3,0,1,1,1,1,1,0,0,0,2,3,4,5,4,4.0,1,100.0,11,9,9,0,2.5,9,2,10.0,-2,0,0.6,9
21,0,0,0,0,3.0,2.0,4,3,0,0,2,3,0,1,0,0,1,1,1,1,1,3,5,2,1,2,2.0,0,100.0,17,20,17,1,2.5,3,1,18.5,3,0,1.0,3
21,0,1,1,1,2.0,4.0,3,2,1,0,2,4,0,0,1,0,0,1,1,0,0,3,5,4,5,4,3.0,4,92.2,14,18,14,1,3.0,9,1,16.0,4,1,0.8,9
18,1,1,0,1,3.0,0.0,2,2,0,1,1,2,1,1,0,1,1,0,1,0,0,2,2,2,2,4,2.0,6,96.4,8,8,9,0,1.5,6,1,8.0,0,1,0.6666666666666666,9
16,0,1,1,1,3.0,2.0,0,2,0,1,3,2,1,0,0,1,1,0,0,1,0,1,1,4,2,2,1.0,3,89.4,7,9,7,0,2.5,4,0,8.0,2,1,0.4,6
21,1,1,0,1,4.0,2.0,3,3,0,0,1,2,0,0,0,0,1,0,1,1,1,5,5,2,1,2,4.0,5,92.4,15,17,16,1,3.0,3,0,16.0,2,1,0.6666666666666666,4
19,1,1,1,0,1.0,3.0,2,2,1,1,2,2,0,0,1,1,1,0,1,1,1,1,5,2,3,1,1.0,19,52.7,8,9,11,1,2.0,4,1,8.5,1,3,0.6666666666666666,7
15,0,0,0,1,3.0,3.0,3,2,0,1,2,3,1,0,1,0,0,0,1,1,0,1,3,1,3,3,1.0,2,100.0,15,15,16,1,3.0,6,1,15.0,0,0,1.5,8
15,1,1,1,1,2.0,2.0,3,3,3,2,1,1,3,0,1,1,0,0,1,1,0,5,3,2,1,1,5.0,8,81.7,5,8,6,0,2.0,2,1,6.5,3,2,0.3333333333333333,9
21,0,0,1,0,3.0,2.0,2,2,3,0,2,4,0,0,0,0,1,1,1,0,0,3,1,5,5,2,4.0,1,94.9,16,20,18,1,2.5,7,0,18.0,4,0,0.6666666666666666,7
17,1,1,0,1,0.0,2.0,2,4,0,1,3,4,0,0,0,0,0,1,1,0,1,2,5,5,5,5,4.0,4,86.7,13,20,18,1,1.0,10,0,16.5,7,1,0.6666666666666666,10
21,1,0,0,1,2.0,3.0,2,4,0,0,2,2,0,0,1,1,0,0,1,1,0,3,4,2,5,4,1.0,6,86.2,12,13,13,1,2.5,9,1,12.5,1,1,0.6666666666666666,10
17,1,1,1,1,4.0,2.0,3,2,1,2,1,2,0,1,1,0,1,1,1,1,0,3,2,5,1,4,4.0,2,91.0,16,16,16,1,3.0,5,2,16.0,0,0,0.3333333333333333,5
21,0,1,1,1,3.0,4.0,2,2,0,1,1,2,0,0,1,0,1,1,0,1,0,3,5,4,5,2,2.0,2,80.4,11,14,13,1,3.5,7,1,12.5,3,0,0.4,7
19,0,1,0,0,3.0,3.0,1,2,2,1,1,2,0,0,0,0,1,0,1,1,1,2,2,5,2,4,5.0,10,81.6,11,12,10,1,3.0,6,0,11.5,1,2,0.3333333333333333,8
20,1,0,0,1,2.0,1.0,0,2,1,1,1,1,0,1,1,0,0,1,1,1,1,3,5,1,5,1,2.0,0,100.0,7,9,9,0,1.5,6,2,8.0,2,0,0.5,6
15,1,1,0,1,2.0,3.0,2,1,2,1,4,2,0,0,1,1,0,0,1,0,0,3,3,5,1,4,3.0,1,97.5,13,13,14,1,2.5,5,1,13.0,0,0,0.3333333333333333,5
21,0,1,1,1,3.0,2.0,3,3,0,0,2,1,0,0,1,0,1,1,1,1,0,4,1,4,5,5,3.0,4,93.6,8,9,10,1,2.5,10,1,8.5,1,1,0.2,10
19,0,1,0,0,4.0,3.0,2,2,0,1,1,3,0,0,1,1,1,0,1,1,0,1,4,4,2,3,1.0,1,100.0,13,13,15,1,3.5,5,1,13.0,0,0,0.6,5
17,1,0,1,1,4.0,2.0,3,1,3,1,4,2,1,1,1,0,1,1,1,1,0,4,3,2,1,1,3.0,2,95.3,11,11,15,1,3.0,2,2,11.0,0,0,0.6666666666666666,4
17,1,1,1,0,3.0,3.0,4,2,3,1,2,1,0,1,1,0,1,1,1,1,0,2,1,3,3,3,2.0,0,91.3,14,16,16,1,3.0,6,2,15.0,2,0,0.25,6
15,0,0,0,1,3.0,4.0,2,0,2,1,1,2,3,0,1,0,1,1,1,1,1,5,3,4,1,3,3.0,2,96.7,4,4,3,0,3.5,4,1,4.0,0,0,0.4,10
18,0,1,0,1,4.0,4.0,1,4,3,1,1,4,0,0,1,1,1,1,1,1,1,5,2,2,4,5,1.0,2,93.7,13,17,18,1,4.0,9,1,15.0,4,0,1.3333333333333333,9
21,0,1,0,0,3.0,2.0,0,3,1,0,1,3,0,0,0,0,0,1,1,1,1,4,5,2,3,5,4.0,0,100.0,10,12,13,1,2.5,8,0,11.0,2,0,1.0,8
16,0,1,1,1,3.0,2.0,4,3,0,1,4,2,0,0,1,0,1,0,1,1,0,4,3,5,3,5,5.0,0,100.0,14,15,18,1,2.5,8,1,14.5,1,0,0.3333333333333333,8
17,0,0,0,1,,3.0,2,2,1,0,2,3,0,1,1,0,1,1,1,0,0,4,1,5,1,5,1.0,1,100.0,16,16,19,1,,6,2,16.0,0,0,0.5,6
20,1,1,0,1,4.0,4.0,3,2,0,0,3,3,0,0,0,1,0,1,1,0,1,1,5,2,4,1,1.0,4,97.4,13,17,17,1,4.0,5,0,15.0,4,1,1.0,5
20,0,0,0,1,3.0,4.0,1,2,0,1,1,4,0,0,1,0,1,1,1,1,0,2,2,1,3,5,1.0,0,100.0,16,20,19,1,3.5,8,1,18.0,4,0,2.0,8
17,1,1,1,1,4.0,1.0,4,3,2,0,3,2,1,0,1,1,0,1,1,1,0,3,2,2,5,1,2.0,1,100.0,12,12,10,1,2.5,6,1,12.0,0,0,0.6666666666666666,8
18,0,1,1,0,4.0,2.0,2,3,0,0,1,3,1,0,1,0,1,0,0,1,0,4,4,5,4,4,,0,94.9,9,10,10,1,3.0,8,1,9.5,1,0,0.5,10
18,1,1,0,0,2.0,3.0,0,1,1,1,4,2,0,1,1,0,0,0,1,0,1,1,5,4,4,3,1.0,2,94.4,13,10,12,1,2.5,7,2,11.5,-3,0,0.4,7
19,0,1,0,1,4.0,1.0,2,3,3,1,3,4,1,1,0,0,1,1,1,1,1,5,2,1,1,4,4.0,2,100.0,15,16,15,1,2.5,5,1,15.5,1,0,2.0,7
20,0,0,1,1,4.0,2.0,3,4,0,0,1,2,0,0,1,0,1,0,1,0,0,5,3,3,1,4,1.0,4,83.9,11,14,14,1,3.0,5,1,12.5,3,1,0.5,5
19,1,0,0,1,2.0,2.0,3,3,3,2,2,4,0,1,1,0,0,0,1,1,0,5,2,4,1,2,2.0,0,98.2,17,20,19,1,2.0,3,2,18.5,3,0,0.8,3
20,1,0,1,1,,3.0,4,3,2,1,2,4,0,0,1,1,1,1,1,1,1,4,2,5,4,4,1.0,4,92.4,15,20,20,1,,8,1,17.5,5,1,0.6666666666666666,8
21,0,0,0,1,,4.0,0,3,0,1,3,1,0,0,1,0,0,0,1,0,1,5,2,4,2,4,3.0,6,87.7,9,14,13,1,,6,1,11.5,5,1,0.2,7
21,0,1,1,0,3.0,4.0,1,4,1,1,1,4,0,1,1,0,1,0,1,1,1,5,4,4,1,2,2.0,1,94.3,16,18,18,1,3.5,3,2,17.0,2,0,0.8,3
16,0,1,0,1,3.0,2.0,2,2,2,1,2,1,0,0,1,0,1,1,1,0,0,5,1,5,2,4,1.0,1,100.0,8,8,10,1,2.5,6,1,8.0,0,0,0.16666666666666666,6
21,0,0,0,0,3.0,3.0,2,0,1,0,3,2,0,0,0,0,1,0,1,1,0,3,2,4,3,2,1.0,0,95.0,15,18,15,1,3.0,5,0,16.5,3,0,0.4,5
16,0,1,1,1,2.0,4.0,3,4,1,1,2,2,0,0,1,0,1,0,1,1,0,5,1,2,5,1,1.0,1,98.6,13,15,15,1,3.0,6,1,14.0,2,0,0.6666666666666666,6
21,1,0,0,1,4.0,1.0,1,2,0,1,1,4,0,0,0,1,1,0,1,1,1,1,5,1,5,3,3.0,2,91.7,16,17,17,1,2.5,8,0,16.5,1,0,2.0,8
15,1,0,0,1,2.0,3.0,2,4,2,1,3,2,0,0,1,0,0,1,1,1,0,4,1,5,2,5,3.0,0,90.8,13,12,13,1,2.5,7,1,12.5,-1,0,0.3333333333333333,7
21,0,1,0,1,2.0,2.0,4,2,3,1,1,2,0,0,1,1,0,1,0,1,0,3,5,1,4,4,,3,89.0,12,15,11,1,2.0,8,1,13.5,3,1,1.0,8
19,1,0,0,1,3.0,2.0,1,4,3,1,2,3,0,0,1,0,1,0,1,1,0,3,4,2,5,1,3.0,1,95.9,10,13,14,1,2.5,6,1,11.5,3,0,1.0,6
17,1,1,1,0,3.0,2.0,1,2,3,1,1,4,2,0,1,0,1,0,1,1,0,4,5,5,2,3,1.0,3,86.0,17,15,14,1,2.5,5,1,16.0,-2,1,0.6666666666666666,9
19,1,1,1,1,2.0,1.0,0,4,3,1,1,3,0,1,0,0,1,1,1,1,0,5,5,2,1,1,3.0,0,100.0,17,19,20,1,1.5,2,1,18.0,2,0,1.0,2
17,0,1,1,0,2.0,3.0,2,2,3,0,2,2,0,0,0,0,0,0,1,0,1,5,3,3,2,2,4.0,4,90.9,14,13,16,1,2.5,4,0,13.5,-1,1,0.5,4
18,1,1,1,1,2.0,2.0,3,3,1,2,1,2,0,0,1,0,0,1,0,1,0,2,4,3,3,1,1.0,2,96.5,16,18,17,1,2.0,4,1,17.0,2,0,0.5,4
19,0,1,1,0,4.0,2.0,4,2,0,1,2,1,1,0,1,0,1,1,1,1,0,5,2,3,2,4,1.0,2,94.6,11,13,14,1,3.0,6,1,12.0,2,0,0.25,8
18,1,1,1,1,4.0,1.0,3,3,2,1,2,3,0,0,0,0,0,0,1,0,0,1,4,1,1,4,5.0,2,94.4,20,20,20,1,2.5,5,0,20.0,0,0,1.5,5
16,0,0,0,0,3.0,4.0,2,4,3,1,1,1,0,0,0,1,1,1,1,1,1,5,3,3,2,5,5.0,5,90.3,18,19,18,1,3.5,7,0,18.5,1,1,0.25,8
16,1,0,0,1,4.0,3.0,1,2,1,1,1,2,0,0,1,0,1,0,1,1,1,4,5,3,1,5,2.0,2,92.5,18,19,20,1,3.5,6,1,18.5,1,0,0.5,6
15,0,1,1,1,4.0,3.0,1,4,0,1,2,4,3,0,0,1,1,0,1,0,0,5,4,2,1,4,4.0,0,88.7,10,10,8,0,3.5,5,0,10.0,0,0,1.3333333333333333,11
21,0,1,1,0,2.0,3.0,2,2,0,1,1,2,0,1,1,0,0,0,0,1,0,4,3,4,3,1,4.0,2,85.7,11,11,13,1,2.5,4,2,11.0,0,0,0.4,4
19,1,0,0,1,,3.0,2,4,2,0,2,2,0,0,1,1,1,1,1,1,0,3,2,4,3,4,2.0,2,96.6,13,17,15,1,,7,1,15.0,4,0,0.4,7
18,0,1,1,1,4.0,2.0,2,3,1,1,2,2,0,0,1,0,0,0,1,1,0,2,5,3,5,1,5.0,0,98.6,15,18,20,1,3.0,6,1,16.5,3,0,0.5,6
17,0,1,1,1,2.0,3.0,2,2,1,1,3,1,0,0,0,0,0,1,1,0,0,3,4,4,1,4,2.0,2,100.0,9,9,9,0,2.5,5,0,9.0,0,0,0.2,5
16,0,1,1,0,2.0,1.0,1,3,3,0,2,2,0,0,0,1,1,0,1,0,1,4,4,3,1,3,5.0,0,100.0,13,12,14,1,1.5,4,0,12.5,-1,0,0.5,4
21,0,1,0,1,2.0,1.0,1,3,0,0,1,2,1,0,1,0,0,1,1,1,0,2,5,3,1,1,1.0,3,94.5,5,6,6,0,1.5,2,1,5.5,1,1,0.5,4
16,0,1,0,1,2.0,3.0,3,2,3,1,3,4,0,0,1,1,0,0,1,1,1,3,4,1,5,2,2.0,3,84.4,12,18,15,1,2.5,7,1,15.0,6,1,2.0,7
17,0,0,0,1,4.0,2.0,3,2,0,1,4,2,0,0,0,1,0,0,1,1,0,5,5,5,4,2,3.0,2,91.7,13,16,16,1,3.0,6,0,14.5,3,0,0.3333333333333333,6
21,0,1,0,1,3.0,2.0,2,2,1,1,2,2,0,1,0,0,1,1,1,1,0,5,3,4,3,5,5.0,4,94.9,14,16,18,1,2.5,8,1,15.0,2,1,0.4,8
21,0,1,0,0,,3.0,2,3,3,1,4,3,0,0,0,1,1,1,1,1,0,2,5,3,3,3,1.0,0,100.0,18,20,19,1,,6,0,19.0,2,0,0.75,6
18,1,1,0,1,4.0,3.0,2,3,0,1,2,3,0,1,1,1,1,1,1,1,0,3,2,4,1,2,3.0,1,92.8,16,14,17,1,3.5,3,2,15.0,-2,0,0.6,3
18,1,1,0,1,3.0,3.0,1,3,3,1,2,3,0,0,1,1,1,0,1,0,0,1,5,1,5,4,3.0,0,94.1,13,15,14,1,3.0,9,1,14.0,2,0,1.5,9
19,0,1,0,0,3.0,3.0,2,3,0,1,1,4,0,0,0,1,0,1,0,0,1,1,4,1,1,2,4.0,13,70.2,13,18,15,1,3.0,3,0,15.5,5,2,2.0,5
19,0,0,1,1,0.0,3.0,2,2,3,0,2,3,0,0,1,0,0,1,1,1,0,1,5,3,3,4,5.0,0,96.8,12,13,15,1,1.5,7,1,12.5,1,0,0.75,7
20,1,0,1,1,2.0,3.0,1,3,3,0,1,2,0,0,1,0,0,0,1,1,0,3,5,4,5,3,1.0,0,97.7,17,16,14,1,2.5,8,1,16.5,-1,0,0.4,8
20,1,1,0,1,3.0,2.0,2,3,3,1,1,3,1,0,1,1,1,1,1,1,1,3,5,4,2,5,5.0,2,94.0,11,12,14,1,2.5,7,1,11.5,1,0,0.6,9
15,1,0,0,1,0.0,2.0,3,3,3,1,1,2,0,1,1,0,0,1,1,1,1,3,2,4,3,2,1.0,1,100.0,13,14,16,1,1.0,5,2,13.5,1,0,0.4,5
16,0,0,0,1,1.0,3.0,4,2,1,1,1,2,2,0,1,0,1,1,1,0,0,4,2,1,2,5,5.0,2,93.8,8,7,7,0,2.0,7,1,7.5,-1,0,1.0,11
19,1,0,0,1,4.0,2.0,0,2,0,1,1,2,0,1,1,0,0,1,1,1,1,1,4,2,4,3,3.0,5,94.5,14,16,14,1,3.0,7,2,15.0,2,1,0.6666666666666666,8
18,0,1,0,1,3.0,4.0,0,2,0,1,2,2,0,1,1,1,1,1,1,1,0,1,4,2,2,1,4.0,0,98.1,12,13,17,1,3.5,3,2,12.5,1,0,0.6666666666666666,3
17,0,1,1,1,2.0,4.0,4,3,3,0,1,1,0,0,1,0,1,0,1,1,0,1,5,4,5,3,2.0,3,85.3,9,10,10,1,3.0,8,1,9.5,1,1,0.2,8
18,1,1,0,1,3.0,2.0,3,2,1,0,4,1,0,0,1,1,0,1,1,0,0,4,1,4,2,3,5.0,0,98.7,13,12,14,1,2.5,5,1,12.5,-1,0,0.2,5
16,0,1,0,1,4.0,0.0,2,2,2,0,1,1,0,0,0,0,1,0,1,1,1,4,3,5,4,3,3.0,4,90.0,9,10,10,1,2.0,7,0,9.5,1,1,0.16666666666666666,7
20,0,1,0,1,2.0,1.0,0,4,3,0,1,4,1,1,0,0,0,1,1,1,0,3,5,3,3,1,2.0,5,79.4,14,16,13,1,1.5,4,1,15.0,2,1,1.0,7
18,0,1,0,1,1.0,2.0,2,4,1,2,1,4,3,1,1,1,0,0,1,1,0,1,3,1,4,1,2.0,1,92.3,9,9,10,1,1.5,5,2,9.0,0,0,2.0,11
15,0,0,0,1,4.0,,1,4,3,0,1,2,0,0,0,1,0,0,1,1,0,1,2,5,5,3,2.0,0,100.0,12,13,12,1,,8,0,12.5,1,0,0.3333333333333333,8
16,1,0,1,1,2.0,3.0,4,3,0,2,1,3,2,0,1,0,1,1,1,1,0,5,4,4,2,1,3.0,4,87.5,9,8,8,0,2.5,3,1,8.5,-1,1,0.6,7
20,1,0,0,1,2.0,4.0,3,2,3,1,2,1,0,0,0,0,0,1,0,1,0,5,1,2,2,4,1.0,7,86.7,10,11,10,1,3.0,6,0,10.5,1,1,0.3333333333333333,7
17,0,1,1,1,3.0,3.0,1,3,0,1,2,4,2,1,1,0,0,1,1,1,0,5,4,2,5,3,2.0,0,93.0,12,12,11,1,3.0,8,2,12.0,0,0,1.3333333333333333,12
20,0,1,0,1,4.0,2.0,1,3,3,0,1,2,0,1,1,1,1,1,1,1,0,4,2,5,1,2,4.0,2,90.8,15,14,17,1,3.0,3,2,14.5,-1,0,0.3333333333333333,3
